source_ip,destination_ip,protocol,source_port,destination_port,bytes_transferred,packets_sent,packets_received,timestamp,service_type,encryption,authentication,access_control,data_encryption,data_integrity,error_detection,error_correction,compression,routing_protocol,packet_size,latency,response_time,connection_duration,connection_status,class
204,204,0,9929,8995,7479,9510,5647,3284,1,7046,6930,6088,2358,6463,1930,1392,7575,3266,5056,9957,902,9936,3,1
205,205,2,1806,7876,3244,9848,6104,2751,3,5748,7819,2054,3967,167,9780,4806,3289,9062,4974,8188,225,213,3,1
206,206,2,8874,4284,1780,7685,8424,2526,3,2242,5616,5958,3207,2029,3026,3189,9945,4478,2227,9936,8936,4839,0,1
207,207,2,4771,7718,4536,9711,9991,4032,3,5355,8589,648,6654,9358,9419,760,8686,8788,4899,7842,4059,4210,0,0
208,208,2,6856,7351,3976,6004,5504,5566,3,5219,461,4664,5501,543,4133,6375,4282,2880,5230,2515,3114,1607,1,0
209,209,1,666,561,6490,8207,7384,2849,5,7249,4380,4875,2194,7728,9210,3398,2839,3269,814,1789,79,5498,1,0
210,210,1,1930,199,3890,3626,5649,3393,2,291,2230,9976,183,7493,8053,8794,6291,6920,9266,8936,7471,4196,2,1
211,211,1,7710,1707,3176,2215,8969,3536,0,2622,5161,1362,6031,1933,4807,8413,4455,3189,1460,1844,3523,9696,0,1
212,212,2,8178,474,1542,6839,6539,7573,3,8138,4973,949,8676,527,9499,3914,3085,2386,9129,7642,8317,1961,2,1
213,213,1,2979,9043,9474,3210,496,9608,3,4258,8378,1102,209,9528,9920,8886,226,9830,8050,3325,9408,470,2,1
214,214,2,2832,7937,7037,8795,4213,2184,1,4899,9288,9274,2077,67,5131,5676,8900,2944,2941,850,7155,8812,2,1
215,215,2,5058,8463,5206,3057,6568,1675,5,6453,2235,7292,7780,2367,5985,3788,3913,9901,306,9547,1534,8499,1,0
216,216,0,2056,7608,2941,453,949,6572,0,9245,3254,6374,3672,7147,2845,9330,8527,9153,4510,8940,441,9404,0,1
217,217,2,2559,1129,3072,3392,2572,1156,3,9430,6715,78,8797,5715,4948,9685,5417,8134,7762,8825,6762,7822,1,0
218,218,2,9112,5392,1242,9711,3943,853,3,5720,2285,101,4588,2583,7474,1514,3717,3776,3414,6516,9873,1945,3,0
219,219,2,1154,1129,363,5391,6176,3690,5,9930,654,8083,5891,8329,7839,7592,241,5823,4777,3485,1487,4278,1,0
220,220,1,9717,2952,6255,6480,9598,3870,4,7300,5087,1669,3312,4566,4704,2859,7782,8871,5348,4128,7422,1149,0,0
221,221,0,9116,1072,6526,2656,6841,8389,0,3181,4658,5243,4891,621,2484,439,6712,774,2706,7425,7789,5206,0,0
222,222,2,2492,6192,3108,6768,5637,9523,5,8427,458,4973,8811,6766,6050,9084,9545,4754,3734,6515,925,8533,2,1
223,223,2,9546,6025,597,2168,2920,5442,2,8409,6387,4927,7727,6589,2102,3591,5302,8124,3995,8168,488,7464,2,1
224,224,0,5332,3159,226,4421,3135,2563,3,1383,3537,7113,6284,4815,4817,6211,9968,9368,5777,5229,6735,8388,0,0
225,225,2,8131,4600,840,6667,1250,4939,1,2211,2265,738,3728,8444,8302,2579,4270,9505,6529,9230,3077,1102,0,1
226,226,1,6646,6379,4237,7383,6712,6386,2,272,9211,5216,8296,695,9618,6547,1628,8884,6986,2299,1550,3808,3,1
227,227,0,8851,7284,3592,3658,555,670,3,1733,7697,5941,9331,236,7278,7326,3513,275,8480,2945,6216,3992,3,1
228,228,0,5236,5113,9504,2345,7263,1825,0,9766,4485,2005,8929,9972,5766,1300,1377,3234,6957,2978,8839,6615,2,1
229,229,2,5810,4490,7256,4143,3373,6702,5,2249,6588,768,4381,8048,187,5926,4853,1814,4712,5920,3716,8300,0,0
230,230,2,9242,7754,5987,3869,4935,215,1,292,1323,603,7728,3425,2618,1356,9058,1439,6020,9607,4751,1672,0,0
231,231,1,9620,3424,4016,8615,7738,9130,1,1327,3019,4995,5058,4165,7300,8120,8154,1338,8352,9674,1996,3558,2,1
232,232,2,2927,184,1047,2232,5731,1484,3,7583,8949,8118,5130,2524,3155,2876,3611,2530,524,5225,5008,4856,1,0
233,233,1,9052,2468,4311,5679,7372,3439,1,1956,5642,5603,846,9789,9499,7041,4779,2880,1348,7323,6862,4942,3,1
234,234,1,9868,2356,5939,5943,9735,3787,3,6176,3934,7898,789,7555,9956,343,4011,255,2689,4268,391,5720,3,1
235,235,0,8069,5930,6910,1983,8800,1951,5,441,288,242,5366,7666,4333,3767,3794,538,5452,450,8005,5043,3,1
236,236,0,7959,635,667,8192,4443,6522,2,8528,9573,8918,7843,3554,3643,9188,2765,6610,5619,9032,5906,3449,2,1
237,237,1,7026,715,1185,2303,3171,2612,5,8714,2716,8983,6235,6630,7436,1637,4421,4775,9646,9092,214,1779,1,0
238,238,1,3706,1758,6811,1980,917,6371,2,8588,1761,8644,5367,3552,3727,2579,3387,5862,9042,2111,5696,1693,3,1
239,239,0,9651,8580,9805,9913,4138,634,2,6396,5234,6537,9316,9914,3253,2575,2615,5841,9731,2553,2050,8968,1,1
240,240,2,699,6250,6700,9895,9692,4765,5,1031,6831,9174,7490,143,135,9856,9930,6120,1672,9024,2108,4130,0,0
241,241,0,7261,8721,5127,7214,9439,5033,0,6835,8712,3768,1314,2878,1392,6265,543,2099,4109,3919,6344,6786,3,1
242,242,1,4997,6075,7564,1626,632,6573,2,1740,7405,8204,3874,790,8732,9034,2944,4030,5797,6967,1643,7932,0,0
243,243,2,8592,8462,79,6817,3080,1323,5,1401,6792,1024,8625,7798,4449,6058,6575,6623,5451,7164,6190,166,0,1
244,244,2,2473,225,4012,5122,6745,263,3,4193,9813,5941,7717,1489,6856,1690,2705,630,9839,953,2750,8777,2,1
245,245,0,8375,7637,4122,4678,3674,2155,2,8800,3114,9939,1438,5845,6409,4068,4912,6999,4446,623,5563,4106,3,0
246,246,1,3119,470,2918,7165,2670,2245,3,9460,5584,8743,2786,6697,5472,3676,5431,5796,1858,2560,2759,8731,3,0
247,247,0,7914,3833,5785,8971,9274,6954,0,7017,9630,5074,1332,802,5025,4323,8175,5339,6798,5962,3504,7761,1,1
248,248,1,4443,3005,1277,3725,8393,5270,2,5198,6241,2301,8127,8385,9357,6248,7661,5917,4083,3480,8329,4097,3,1
249,249,2,588,4822,7450,6223,9692,5586,2,2277,9657,2141,5534,8924,2807,9649,3204,6275,938,3872,7680,3577,3,1
250,250,2,1954,3220,8671,8631,4651,4,4,5331,369,7447,681,4963,1885,8671,6837,9384,5468,8199,8969,4571,2,0
251,251,0,5871,7064,3338,673,1092,7803,1,5552,7758,2987,9262,1959,8525,9997,3148,1757,678,6493,2680,333,3,1
252,252,1,5315,7819,1685,7286,6828,488,3,5415,1428,9150,2952,4870,2933,1968,667,3133,6836,1529,8142,2899,3,1
253,253,1,2635,504,4887,5963,7529,7067,3,1032,9161,3651,3826,4186,3888,2012,364,8390,9957,9241,4508,1885,3,0
254,254,0,2975,8234,3796,3955,8496,97,0,9920,2047,8172,7596,4588,8128,3602,551,8149,2132,9843,136,7265,2,1
255,255,1,4205,9332,764,7481,8832,3716,1,3959,6453,9533,6946,6423,6203,2627,4678,1602,2896,1358,2652,5268,3,0
256,256,1,8748,4242,7024,2691,5841,2082,0,2006,8129,5756,1909,9265,1579,9422,6603,2965,1546,6910,429,6372,1,0
257,257,2,4879,8955,2477,634,3815,1605,3,6876,2614,6712,9920,4316,2570,3231,1216,3403,6714,1020,18,7390,1,1
258,258,2,3882,4901,3185,3756,7728,2620,1,1344,9252,8080,5548,3442,8413,9157,1291,4894,5308,2242,6619,6301,2,0
259,259,0,6861,7843,4547,6603,2362,4095,3,8634,7197,3799,3809,9714,2011,1390,2498,5167,2896,7010,6423,4264,0,1
260,260,2,7139,8452,8820,920,218,7744,2,9365,679,9401,4298,6680,3993,5323,896,5319,2584,2226,6174,5752,1,1
261,261,0,2441,6871,2944,259,1275,785,4,1489,9201,8139,2592,7234,6630,3190,7730,6835,6435,1603,2611,1744,1,0
262,262,0,7775,2746,9413,4365,4794,1026,4,1845,3774,2346,6798,3876,5846,8571,7954,9614,5723,1964,9480,1610,1,0
263,263,2,6819,374,924,8074,7783,3221,0,1718,8075,2692,9093,730,6546,318,9319,2277,3445,9143,2032,2392,1,0
264,264,0,601,5637,91,7779,5378,1798,1,1473,4088,8420,6582,4410,6390,6873,3718,6348,3194,3075,3762,2506,0,0
265,265,2,14,5436,3567,3182,9169,1547,0,9302,7598,887,1569,203,6309,6492,2130,6002,4125,7594,5700,6447,0,0
266,266,0,535,8172,6630,5053,9154,3137,1,9270,1125,231,5076,804,4196,3560,7701,7922,4689,8048,783,6758,3,0
267,267,0,9456,7950,6135,6866,3971,5292,5,7917,2242,1701,8468,719,983,3389,929,7443,8040,2956,3411,8464,3,1
268,268,0,5878,4614,5051,7726,7596,5288,5,8864,8769,522,1726,1986,8442,9618,6607,3815,2200,880,1570,8872,1,0
269,269,1,2826,2481,4692,2860,9710,2711,5,7669,8248,5731,2271,3295,4958,722,8676,2819,6151,5122,6977,3608,0,0
270,270,1,7113,2800,6936,7013,6594,9957,0,2855,1718,5072,7258,236,7141,1684,6548,601,9136,1863,5249,2756,2,1
271,271,1,4786,247,5778,4688,301,6317,2,4436,2608,174,4687,7496,4054,8267,2047,8214,6189,3523,6296,4724,1,1
272,272,1,7401,8808,552,1737,6453,1667,0,5165,6364,6617,6993,6911,9062,4343,8346,6463,1976,2464,3135,6502,1,1
273,273,2,1758,1911,7954,1813,1235,5475,2,2310,8796,6088,5813,3428,8277,9145,8570,8363,7976,5621,1047,2695,3,1
274,274,0,6088,2456,402,5753,5535,4684,3,3989,7947,3713,1530,3158,3100,7163,4369,938,1765,131,3447,372,3,0
275,275,0,2574,5368,1877,4923,2845,6410,2,850,3570,8189,1103,6852,4336,5536,2824,4236,250,6775,7235,4300,2,0
276,276,1,4238,4667,8506,3102,7576,2401,5,5683,3265,8390,9719,8180,8046,9078,1624,8022,2810,1365,8092,1095,3,1
277,277,2,9575,1871,8945,7621,8640,3403,2,146,3568,2708,6120,4021,2119,2885,3083,7337,1311,6284,5940,2707,0,1
278,278,0,6976,5791,2012,7805,1518,9098,4,7890,601,7525,8399,347,8125,7069,5213,8346,8166,5562,3558,1211,2,1
279,279,0,4623,1984,8027,3379,9801,4145,3,5775,2150,4299,5984,8311,7440,2515,3298,9466,7680,1750,7586,4881,2,1
280,280,2,7571,8934,2493,2062,7747,8315,1,5349,9095,4402,7170,398,3818,6460,1352,3475,7280,1167,6199,4743,2,0
281,281,0,3882,9261,2947,5341,3359,7480,4,8091,5379,8852,4383,8122,9097,6220,2196,4468,5223,7304,3322,5494,2,0
282,282,0,4433,9402,962,831,9827,8476,4,9898,8649,6119,4706,9420,886,1100,8736,9075,4335,4026,362,8135,2,1
283,283,2,5597,7609,3522,1535,3738,5505,2,6846,4485,5242,1274,993,5567,2380,6570,651,9801,6368,3125,2764,0,0
284,284,1,9307,8897,5303,2050,6927,949,5,6269,3389,8870,4773,554,9528,6581,5427,1322,3829,5535,1704,7846,0,1
285,285,0,7319,9942,989,6777,5474,6116,2,6966,8469,1054,416,1190,2244,9690,5334,5858,9528,1794,1180,9430,2,0
286,286,1,7737,4024,9404,7446,4819,4413,5,9989,7910,2306,407,6170,9516,8481,2495,8884,3578,5522,966,4614,0,1
287,287,0,7448,7489,2676,9855,9716,3819,3,3211,4833,4838,9193,8703,3837,303,2503,5602,6001,983,5866,3728,0,1
288,288,0,8979,181,3353,2803,3147,2395,2,869,3269,8356,4048,7877,9924,691,2276,2922,752,78,4716,6802,0,1
289,289,0,5965,1626,7103,6304,7582,7785,0,7106,4241,9371,9126,1337,3461,4306,6945,1403,5872,584,608,4866,0,0
290,290,1,4739,2068,9074,7085,262,8985,5,1051,5389,5815,4868,5327,1946,9131,5507,6179,9552,1641,3800,766,0,0
291,291,1,4886,6716,3738,4293,8998,542,2,5885,2756,5602,4648,5492,6119,9106,1993,4528,3546,9408,1147,8083,2,0
292,292,1,220,8333,4202,7652,37,6210,2,6690,6472,9960,3275,4936,7135,5952,4708,2331,5662,1462,4275,1320,0,1
293,293,0,8273,1014,7292,8173,5979,6860,2,740,93,7025,1079,5842,1739,6951,1427,8431,9800,4373,3876,8531,3,1
294,294,2,9168,814,6265,8340,7868,9070,3,470,4002,1646,2534,7459,8173,3904,1514,3629,4244,9975,9027,9745,1,0
295,295,2,665,2804,7156,7449,7458,6186,3,3534,7433,8653,2534,3758,5692,475,9636,3072,471,7635,2974,4366,3,1
296,296,2,9655,416,3179,9468,1930,3237,4,1060,5731,4216,4345,3783,2291,290,8003,4148,430,2260,263,6120,2,0
297,297,0,9478,8848,6447,9945,4702,3281,0,9048,8373,814,7284,1234,1725,6335,6823,6768,6598,4288,1098,3298,1,0
298,298,1,6837,8950,7423,7571,5990,142,2,4332,4772,3321,9984,2302,172,706,3079,1934,404,1185,3012,2387,3,1
299,299,1,4316,9909,1707,7727,971,1581,2,877,7980,7842,1907,8503,7044,8934,4736,9460,2757,7716,4103,2516,3,1
300,300,2,4963,9047,5189,8438,852,166,4,7941,4624,3092,8101,3983,2778,7081,4066,9000,61,3483,2132,1116,0,1
301,301,0,821,2989,1398,6204,1376,9737,3,688,6497,1601,5428,97,3767,3117,2573,1425,4211,6653,5759,4324,1,1
302,302,1,7462,558,5235,7349,6038,7613,0,8250,8456,8325,5959,9901,7974,994,3621,2996,5508,9444,3530,4004,1,1
303,303,2,3310,5821,6509,3938,5877,9423,0,9254,9898,5085,7774,7751,1403,3539,8893,6890,5408,9189,1978,5595,0,0
304,304,0,1499,5421,8321,761,6378,4950,1,7199,1153,7044,500,3449,8394,6439,8444,3843,3125,1291,6364,5141,2,1
305,305,0,5940,1728,8823,3072,8077,842,1,7548,2627,2547,7927,3353,612,4932,2145,6733,8138,3968,5858,510,3,0
306,306,0,7764,7400,3442,7028,5601,1463,0,5063,3703,1753,9335,5486,1184,8079,6149,3978,9512,7944,1911,5314,1,1
307,307,0,796,5733,813,8765,5457,9191,3,2100,8514,8011,6015,2876,4105,8460,6205,5127,5270,9478,1417,9971,0,1
308,308,1,7318,8414,49,9425,3524,7256,5,2973,7012,3557,3288,9149,2604,3595,3359,4995,1734,366,7195,3413,0,1
309,309,0,8853,8098,7979,9481,2536,8424,0,1207,2026,1806,3534,9058,6539,3405,9015,4614,5773,2226,8580,4644,2,1
310,310,1,3365,1478,4531,4020,6222,8109,5,2308,2404,9887,3260,1478,8553,8910,1416,6061,2560,4285,1894,9175,2,1
311,311,1,1644,8784,6173,5254,412,8586,0,5136,8103,3784,2651,5166,4225,1678,1471,9784,3610,430,5745,7126,3,1
312,312,0,8612,4062,2560,1241,1430,1957,5,4829,5985,102,648,6098,1360,3516,3961,4996,1512,6732,1774,9414,0,0
313,313,2,5087,6523,545,3843,9273,3862,3,412,1081,8572,1487,4612,4699,2866,7400,4861,1829,942,9411,6354,3,1
314,314,1,1842,2277,6406,6517,8068,6237,1,4495,2752,5193,6980,6417,7021,8924,3288,9534,8748,8488,3858,5649,1,0
315,315,1,6596,2842,1291,2733,5030,8643,5,4238,3157,5490,956,6154,1166,1688,2975,5469,9478,8947,5399,7787,1,1
316,316,0,9930,7199,2582,526,6206,7069,3,1127,5260,3872,2163,7920,1028,8365,4313,8759,2409,5663,3209,8851,0,1
317,317,0,5595,5829,5928,7942,4760,2779,3,1251,2275,6044,5271,8809,2248,8893,3699,8413,6377,704,7296,7302,2,1
318,318,1,3366,6505,5643,5651,89,1929,5,3575,3875,2016,8127,7220,4023,4695,8298,3545,5849,1327,2406,2289,3,0
319,319,2,9933,1660,9541,3178,8295,308,5,9943,8156,7305,3835,7222,2251,6247,3265,1898,9393,3794,8744,1723,0,1
320,320,2,462,9752,1065,9058,8324,16,4,5699,5866,3588,9770,8675,6763,5712,3074,7913,8629,6797,1915,8472,3,1
321,321,1,55,8953,1447,8116,4168,7238,5,2851,253,802,9159,3063,9964,2204,3076,9428,3343,5473,829,3289,0,0
322,322,1,7794,2423,9591,7651,874,5651,4,8894,9328,1732,4653,3025,1173,9552,8816,7128,2199,9312,4264,1412,3,1
323,323,2,7050,7155,2081,3761,3464,4862,1,5519,1049,4057,6375,4411,9856,4342,3765,4893,3928,6605,3976,3224,2,0
324,324,2,4627,4072,7977,1506,4322,8814,0,1740,3057,4433,2773,1577,1283,6385,4761,7447,7804,5084,2763,3743,2,0
325,325,2,3003,2122,8366,7734,4823,1249,1,7665,6376,1076,5962,9279,3219,8042,651,7406,5254,5724,7948,9684,1,0
326,326,0,1207,6432,6975,5914,2008,1714,0,4284,1997,2201,3810,1025,9068,155,9561,821,9762,8993,3221,1704,0,1
327,327,0,6348,8999,3915,1461,8623,8347,0,3888,8972,9733,8476,1186,2147,7770,8172,6754,4870,6500,5927,3703,0,1
328,328,1,283,4959,4229,3602,7184,2342,0,4499,3383,6709,9803,3805,2973,8494,7142,5055,5541,5696,1092,542,2,0
329,329,1,6080,412,8565,1862,197,5307,3,9045,5954,1441,954,6584,2716,8023,7580,1276,6807,5614,3716,9907,0,0
330,330,1,1101,3567,717,1622,7961,8357,2,4322,7411,2070,6946,1156,2545,1951,7273,8777,9542,5302,7302,3580,2,1
331,331,1,2088,7061,5915,342,2270,7280,5,3813,3675,891,9480,8124,9860,4545,5218,6816,4053,5551,3883,3062,2,1
332,332,0,356,5527,4522,2134,7146,2729,4,1999,6871,1175,9366,8367,6046,5188,985,4391,9162,2379,2141,9548,3,1
333,333,1,7081,6126,5307,1775,4384,465,4,9809,1942,3618,6771,3633,6271,772,9248,3346,3425,509,6040,6323,0,1
334,334,0,2783,7482,5115,9521,5271,1339,0,1074,393,973,8808,6675,1848,8929,3056,7795,7720,7189,8062,8284,3,1
335,335,0,3430,2765,3084,6185,5716,6117,5,153,7,6044,3209,4692,2013,3912,5439,7806,8286,282,5857,3689,2,0
336,336,2,9749,6443,1842,6560,7674,8754,3,1565,2130,625,7914,4573,850,9774,4580,5022,4,831,682,6936,1,1
337,337,0,4206,4073,9449,3985,5805,6353,2,8449,7901,6880,4094,4478,9273,8017,7232,3411,3530,7869,2748,8185,2,1
338,338,2,2813,6366,6837,3881,2372,9878,3,7913,8615,9878,4026,6164,9793,1063,1489,6253,6175,2740,1725,6517,0,1
339,339,2,3928,8105,781,7044,3985,5607,5,3595,2113,640,4523,7103,5556,5099,3384,2290,9343,4471,8325,871,0,0
340,340,2,4024,2476,4202,1128,1147,7715,0,6306,6433,9707,482,5593,7560,7335,6384,1178,5691,2827,1997,2973,2,0
341,341,0,7341,751,7977,8680,5375,4751,2,3605,9439,3408,2116,6125,2622,8827,6348,5243,8473,8926,8994,5941,3,1
342,342,1,3793,6722,6686,2852,3740,4567,4,7204,1795,1808,9338,9659,8832,6789,3473,6474,2030,4573,4737,9729,3,1
343,343,2,1820,9211,2323,7837,8490,7381,4,1655,2742,142,4113,270,9039,3395,8930,5552,7911,7951,2929,533,0,0
344,344,0,7276,4780,7585,2647,6841,5159,3,9306,4027,6533,3965,9588,6634,1622,5258,499,9800,1355,6980,6560,1,0
345,345,1,3757,32,7954,6216,3110,3841,2,7056,3627,1038,9557,9262,3535,8446,304,9728,7593,5056,6615,2628,2,1
346,346,1,6412,8762,4975,6144,8202,5422,3,3293,2137,1938,5289,8341,3863,1465,5660,2465,56,8260,3044,7717,3,0
347,347,1,1362,2167,3519,2615,3783,7494,5,6462,297,7267,2726,7864,344,7773,5157,7031,5385,3273,5904,6028,3,1
348,348,0,4542,4605,3609,4229,2361,2979,2,9331,3835,282,8637,3678,5686,1636,2309,4552,8976,9061,1491,3496,3,0
349,349,0,9927,4512,2754,1470,1630,9138,0,2469,5389,7523,2055,2805,346,11,4308,8646,5726,2577,6104,9745,3,0
350,350,2,3275,554,9700,6352,6991,5227,0,4924,7655,4683,2686,394,7907,9332,5052,2613,4711,9351,1394,1823,2,0
351,351,0,8997,5833,9575,9620,1109,2802,3,3083,6383,9972,9663,1408,2107,7369,929,7325,4353,2858,570,1760,0,0
352,352,1,3713,8955,9416,413,7070,8836,4,7994,8747,1804,9026,5638,9502,7031,8274,3765,6984,9358,5428,2655,3,0
353,353,1,7057,2625,6638,791,6590,9591,2,6852,6495,4718,9374,6557,4531,85,9873,3179,4015,3821,3686,2235,1,1
354,354,2,971,2739,7589,7492,7746,111,0,6422,7795,473,7447,8510,5707,4174,6507,9341,6848,2209,1951,6915,2,1
355,355,1,9279,9250,1623,4755,8890,3771,1,7273,2466,572,8304,3687,3224,146,1122,1698,511,3039,122,6284,1,1
356,356,1,6386,5576,4221,8311,5790,9883,5,7023,9060,2473,6636,2184,8867,4275,7487,9826,9220,6338,3305,5063,1,1
357,357,0,9393,499,7577,3106,7652,9089,2,592,5965,5471,7257,4225,7100,8774,7104,8140,2305,7884,9969,5999,2,1
358,358,0,9643,908,7058,2482,1379,3516,3,8971,8979,1335,4155,2432,1837,8309,3966,8752,8354,2813,8435,5718,0,0
359,359,2,9093,5065,843,1497,8611,7261,3,1677,2973,7846,7884,4954,3052,5204,1152,2986,9470,9302,2133,2250,2,0
360,360,0,6739,2250,1781,9131,8011,6298,2,4775,1114,115,6223,8709,6048,6826,9903,1033,8730,3532,382,417,0,1
361,361,0,7781,4026,9112,7843,7433,5987,4,4492,2584,7628,4498,2820,6078,5137,6549,1286,1209,6233,317,4291,2,0
362,362,0,2212,4036,8440,6261,9823,5384,4,2225,8608,7219,4537,6599,2547,2059,572,565,1826,3686,1690,7514,1,1
363,363,0,6962,7562,3269,4217,6778,3158,4,6175,2378,9957,7951,9438,6565,272,3765,7697,7505,348,2333,4729,1,1
364,364,1,1941,1346,9871,1499,2307,7410,1,9420,5883,3363,8085,6410,3448,1547,3101,5672,9836,786,1888,1448,3,1
365,365,2,8159,4934,71,9644,7152,6181,5,3548,200,6305,756,7686,2336,6156,1801,2716,75,2056,6828,1122,1,1
366,366,0,3085,2619,5101,7896,4989,6095,5,7889,7556,4213,7362,6331,1656,8,8884,772,5940,8727,5401,1779,2,1
367,367,0,7814,5911,9856,2802,1125,6062,0,9396,2571,495,7393,857,9014,1474,8512,1227,6301,7845,9828,2129,2,0
368,368,1,8235,7695,6910,4052,1261,3074,5,6440,5686,8129,1601,7472,4016,9482,5499,946,6408,1640,7386,8700,3,0
369,369,1,236,7583,704,3325,6922,1089,0,1776,2020,3547,1900,3896,4080,1549,878,860,1166,3255,3314,5051,2,0
370,370,1,459,9589,2618,5755,4998,7234,3,8190,887,5062,1944,7607,2433,5474,8239,3247,8469,2966,422,3189,3,0
371,371,0,7634,9333,1392,3544,8037,1945,3,1784,9380,1692,7173,2054,1751,1266,3395,9153,2682,1757,8685,7123,1,1
372,372,1,6812,8351,5923,9581,3975,7111,1,5623,3010,853,8614,5200,3039,6163,944,9597,7750,9573,6462,4945,3,0
373,373,0,3742,6078,5635,552,3349,1090,0,6696,5016,6411,8151,8690,7070,5625,6311,1576,656,6524,2567,2482,0,1
374,374,1,2556,7503,5646,2775,4687,1001,3,2193,7901,5904,286,1403,7263,8706,8350,3513,9009,7844,3830,5039,0,0
375,375,1,7382,7087,2184,7635,576,821,4,9338,7656,8147,79,3322,6173,617,6287,3986,2009,1547,1812,760,3,0
376,376,1,4922,2181,7811,6889,4683,8225,5,6476,5224,3592,690,4389,840,1139,8236,329,2197,9192,1196,636,1,0
377,377,0,3099,5219,9462,6320,5662,1048,3,8901,5647,9508,5500,1196,5968,6511,6087,9189,81,4404,6995,90,2,1
378,378,0,8906,6657,8706,3975,7382,8791,2,330,446,4817,1833,3608,2637,4265,5222,7361,6889,8177,6541,5049,0,1
379,379,0,7602,6375,8046,7023,6487,9729,0,5449,8642,4567,8075,6549,3084,4579,9593,2471,7605,6523,7149,1478,1,1
380,380,2,3762,5689,9081,5622,6638,1236,1,7970,1485,9589,456,5133,4534,1941,7947,9098,1424,38,2647,8235,2,0
381,381,0,250,1507,6395,5394,5538,262,0,6786,5119,3629,2730,2206,2298,1939,6051,1894,2196,9959,74,3657,2,0
382,382,2,921,885,565,2356,8410,738,3,2350,1551,7091,5877,5007,7258,6277,3863,5735,4299,5807,649,2152,3,1
383,383,0,7916,195,9556,5422,3826,3575,5,8926,704,4270,6679,231,2539,1674,8292,3475,594,344,9567,1164,0,0
384,384,0,9025,1987,960,5910,8304,327,1,2713,8366,7476,1998,285,8320,4018,3318,4516,3419,4387,9249,3581,1,0
385,385,0,9816,3508,6421,8708,599,4524,4,2613,6244,9446,9143,2611,2999,2573,7117,9756,7928,7564,9263,1538,1,0
386,386,2,8066,8704,6523,6047,4640,2208,2,9747,2586,860,4913,5977,6904,8535,6979,9009,4838,6956,6415,7315,3,0
387,387,1,2589,9987,3171,2570,1062,1544,4,4500,923,1080,770,6194,8539,1844,1572,6919,8181,3371,124,4630,0,0
388,388,1,9549,7434,8427,5413,8251,9583,1,3915,3131,3302,5918,2717,6676,3582,66,4867,8617,7554,1224,6412,1,0
389,389,1,4403,8985,9603,3886,6186,8736,0,3905,7334,755,8394,5082,9040,298,1798,848,9497,9887,740,5711,0,1
390,390,1,1177,8167,5059,2109,1433,8126,3,7926,5720,3224,6103,3520,6303,5905,4397,5345,4172,9786,1973,5564,3,0
391,391,2,6339,6872,6110,807,1390,3314,3,6807,47,6613,6304,8435,6878,807,4210,7601,1499,4115,5663,8659,3,1
392,392,2,1292,207,8543,4112,9758,947,5,2016,1708,7221,3247,9949,6001,8630,1591,5818,8589,1487,7050,784,2,0
393,393,1,9483,7050,1393,9798,9057,1652,1,8402,5313,6516,5282,7512,8686,9936,388,4976,4047,678,3609,7156,2,1
394,394,0,1111,3730,642,5148,8414,6437,4,7821,5966,9612,3340,7807,1256,1607,7836,2893,5827,1618,3672,4042,3,0
395,395,0,8465,1112,9670,209,5455,6647,2,8870,3807,8640,6083,8383,5016,3739,5164,3329,865,618,943,3632,2,0
396,396,2,3782,622,3470,6634,7606,5895,5,3439,8621,7136,9792,8079,783,369,5041,4272,2519,1655,8866,3746,1,1
397,397,1,6125,6282,6966,9323,7999,8387,3,1712,7450,9116,5195,8870,1973,3300,4985,1486,5150,5396,3140,4162,1,0
398,398,0,9310,2003,2355,2166,5882,4277,2,512,1544,972,5302,6481,1463,5847,6951,467,4681,2624,7442,2574,1,1
399,399,0,6679,5510,7368,4048,1074,1526,5,9427,5684,5298,8902,8452,285,3077,9736,9733,1189,2605,3215,3285,0,0
400,400,1,7278,6363,82,2999,2149,5928,1,7302,9388,9887,7013,8266,9662,5225,8378,5183,3422,6505,5871,2131,2,1
401,401,1,9557,4378,7993,9900,9872,525,0,4738,3958,2048,6107,1015,6504,3084,8391,311,4408,257,3601,8720,2,0
402,402,2,2735,9648,5870,5371,9065,9679,2,5188,6097,3828,5304,9210,1801,627,4586,4818,8426,4495,8140,2187,1,1
403,403,2,8177,89,992,2783,3617,3253,2,1446,8251,8386,4743,524,3057,2836,3683,4842,714,8019,8471,2072,2,0
404,404,2,920,2169,4141,216,5554,674,5,7133,5729,3061,7794,9812,3486,5337,8698,2117,4437,3768,14,6716,0,1
405,405,0,7635,907,3904,6753,9830,8087,1,5362,6105,4223,2812,6955,4281,9051,654,4786,1797,1277,3508,8714,1,0
406,406,2,4897,9707,4062,3816,1553,49,2,201,1812,6460,62,2269,2345,5857,7746,8399,3951,4324,4843,9328,1,1
407,407,1,8173,1258,3198,8217,682,9830,0,5144,1818,8771,3292,9382,5774,3962,8724,2858,8248,1482,1859,7887,3,0
408,408,1,1465,2256,9591,6349,7050,1116,3,6942,3371,4622,2165,7626,4241,8853,1236,3926,7635,3234,2430,6009,0,1
